verse	word	verb	proper	masc	fem	unknown
EXO 37,14	16	2	0	0	0	0
EXO 37,15	16	3	0	0	0	0
EXO 37,16	26	2	0	0	0	0
EXO 37,17	21	3	0	0	0	0
EXO 37,18	21	1	0	0	0	0
EXO 37,19	31	1	0	0	0	0
EXO 37,20	10	0	0	0	0	0
EXO 37,21	28	1	0	0	0	0
EXO 37,22	10	1	0	0	0	0
EXO 37,23	11	1	0	0	0	0
EXO 37,24	9	1	0	0	0	0
EXO 37,25	20	3	0	0	0	0
EXO 37,26	20	2	0	0	0	0
EXO 37,27	24	2	0	0	0	0
EXO 37,28	11	2	0	0	0	0
EXO 37,29	15	2	0	0	0	0
EXO 38,01	20	2	0	0	0	0
EXO 38,02	13	3	0	0	0	0
EXO 38,03	29	2	0	0	0	0
EXO 38,04	16	1	0	0	0	0
EXO 38,05	15	1	0	0	0	0
EXO 38,06	11	2	0	0	0	0
EXO 38,07	20	4	0	0	0	0
EXO 38,08	19	3	0	0	0	0
EXO 38,09	18	2	0	0	0	0
EXO 38,10	12	0	0	0	0	0
EXO 38,11	20	0	0	0	0	0
EXO 38,12	20	0	0	0	0	0
EXO 38,13	7	0	0	0	0	0
EXO 38,14	12	0	0	0	0	0
EXO 38,15	24	0	0	0	0	0
EXO 38,16	7	1	0	0	0	0
EXO 38,17	25	1	0	0	0	0
EXO 38,18	31	2	0	0	0	0
EXO 38,19	15	0	0	0	0	0
EXO 38,20	13	0	0	0	0	0
EXO 38,21	22	2	3	3	0	0
EXO 38,22	17	2	6	5	0	1
EXO 38,23	28	2	3	2	0	1
EXO 38,24	32	2	0	0	0	0
EXO 38,25	21	1	0	0	0	0
EXO 38,26	36	2	0	0	0	0
EXO 38,27	26	2	0	0	0	0
EXO 38,28	22	3	0	0	0	0
EXO 38,29	12	0	0	0	0	0
EXO 38,30	26	1	0	0	0	0
EXO 38,31	25	0	0	0	0	0
EXO 39,01	33	4	3	3	0	0
EXO 39,02	15	2	0	0	0	0
EXO 39,03	33	4	0	0	0	0
EXO 39,04	8	3	0	0	0	0
EXO 39,05	25	2	2	2	0	0
EXO 39,06	16	3	1	0	0	1
EXO 39,07	18	2	3	2	0	1
EXO 39,08	20	3	0	0	0	0
EXO 39,09	13	5	0	0	0	0
EXO 39,10	15	1	0	0	0	0
EXO 39,11	9	0	0	0	0	0
EXO 39,12	9	0	0	0	0	0
EXO 39,13	14	1	0	0	0	0
EXO 39,14	21	0	1	0	0	1
EXO 39,15	11	1	0	0	0	0
EXO 39,16	20	2	0	0	0	0
EXO 39,17	15	1	0	0	0	0
EXO 39,18	21	2	0	0	0	0
EXO 39,19	20	2	0	0	0	0
EXO 39,20	27	2	0	0	0	0
EXO 39,21	35	4	2	2	0	0
EXO 39,22	10	2	0	0	0	0
EXO 39,23	15	1	0	0	0	0
EXO 39,24	14	2	0	0	0	0
EXO 39,25	23	2	0	0	0	0
EXO 39,26	19	2	2	2	0	0
EXO 39,27	13	2	1	1	0	0
EXO 39,28	18	1	0	0	0	0
EXO 39,29	21	3	2	2	0	0
EXO 39,30	18	2	1	1	0	0
EXO 39,31	19	3	2	2	0	0
EXO 39,32	20	4	3	2	0	1
EXO 39,33	21	1	1	1	0	0
EXO 39,34	19	1	0	0	0	0
EXO 39,35	11	0	0	0	0	0
EXO 39,36	11	0	0	0	0	0
EXO 39,37	19	0	0	0	0	0
EXO 39,38	21	0	0	0	0	0
EXO 39,39	23	0	0	0	0	0
EXO 39,40	31	0	0	0	0	0
EXO 39,41	23	2	1	1	0	0
EXO 39,42	15	2	3	2	0	1
EXO 39,43	21	5	3	3	0	0
EXO 40,01	7	2	2	2	0	0
EXO 40,02	16	1	0	0	0	0
EXO 40,03	15	2	0	0	0	0
EXO 40,04	18	4	0	0	0	0
EXO 40,05	21	2	0	0	0	0
EXO 40,06	12	1	0	0	0	0
EXO 40,07	16	2	0	0	0	0
EXO 40,08	13	2	0	0	0	0
EXO 40,09	26	4	0	0	0	0
EXO 40,10	21	3	0	0	0	0
EXO 40,11	11	2	0	0	0	0
EXO 40,12	16	2	1	1	0	0
EXO 40,13	17	4	1	1	0	0
EXO 40,14	8	2	0	0	0	0
EXO 40,15	22	5	0	0	0	0
EXO 40,16	11	3	2	2	0	0
EXO 40,17	20	2	0	0	0	0
EXO 40,18	22	5	1	1	0	0
EXO 40,19	24	3	2	2	0	0
EXO 40,20	29	4	0	0	0	0
EXO 40,21	26	4	2	2	0	0
EXO 40,22	17	1	0	0	0	0
EXO 40,23	14	2	3	3	0	0
EXO 40,24	16	1	0	0	0	0
EXO 40,25	13	2	3	3	0	0
EXO 40,26	13	1	0	0	0	0
EXO 40,27	11	2	2	2	0	0
EXO 40,28	8	1	0	0	0	0
EXO 40,29	26	3	2	2	0	0
EXO 40,30	18	3	0	0	0	0
EXO 40,31	13	1	2	2	0	0
EXO 40,32	18	4	2	2	0	0
EXO 40,33	25	3	1	1	0	0
EXO 40,34	14	2	1	1	0	0
EXO 40,35	21	4	2	2	0	0
EXO 40,36	15	2	1	0	0	1
EXO 40,37	12	3	0	0	0	0
EXO 40,38	20	1	2	1	0	1
LEV 01,01	13	3	2	2	0	0
LEV 01,02	27	4	2	1	0	1
LEV 01,03	20	2	1	1	0	0
LEV 01,04	13	3	0	0	0	0
LEV 01,05	31	3	2	2	0	0
LEV 01,06	10	2	0	0	0	0
LEV 01,07	16	2	1	1	0	0
LEV 01,08	27	1	1	1	0	0
LEV 01,09	22	2	1	1	0	0
LEV 01,10	18	1	0	0	0	0
LEV 01,11	23	2	2	2	0	0
LEV 01,12	27	2	0	0	0	0
LEV 01,13	27	3	1	1	0	0
LEV 01,14	21	1	1	1	0	0
LEV 01,15	22	4	0	0	0	0
LEV 01,16	17	2	0	0	0	0
LEV 01,17	28	3	1	1	0	0
LEV 02,01	19	4	1	1	0	0
LEV 02,02	34	3	2	2	0	0
LEV 02,03	16	1	2	2	0	0
LEV 02,04	20	3	0	0	0	0
LEV 02,05	13	2	0	0	0	0
LEV 02,06	9	2	0	0	0	0
LEV 02,07	10	1	0	0	0	0
LEV 02,08	21	4	1	1	0	0
LEV 02,09	18	2	1	1	0	0
LEV 02,10	16	1	2	2	0	0
LEV 02,11	22	3	2	2	0	0
LEV 02,12	15	2	1	1	0	0
LEV 02,13	22	3	0	0	0	0
LEV 02,14	18	3	1	1	0	0
LEV 02,15	10	2	0	0	0	0
LEV 02,16	17	1	1	1	0	0
LEV 03,01	20	2	1	1	0	0
LEV 03,02	24	3	1	1	0	0
LEV 03,03	26	2	1	1	0	0
LEV 03,04	26	1	0	0	0	0
LEV 03,05	23	1	2	2	0	0
LEV 03,06	16	1	1	1	0	0
LEV 03,07	12	2	1	1	0	0
LEV 03,08	24	3	1	1	0	0
LEV 03,09	36	3	1	1	0	0
LEV 03,10	26	1	0	0	0	0
LEV 03,11	10	1	1	1	0	0
LEV 03,12	9	1	1	1	0	0
LEV 03,13	23	3	1	1	0	0
LEV 03,14	24	2	1	1	0	0
LEV 03,15	26	1	0	0	0	0
LEV 03,16	15	1	1	1	0	0
LEV 03,17	14	1	0	0	0	0
LEV 04,01	7	2	2	2	0	0
LEV 04,02	24	5	2	1	0	1
LEV 04,03	24	4	1	1	0	0
LEV 04,04	28	3	2	2	0	0
LEV 04,05	16	2	0	0	0	0
LEV 04,06	23	2	1	1	0	0
LEV 04,07	36	2	1	1	0	0
LEV 04,08	26	2	0	0	0	0
LEV 04,09	26	1	0	0	0	0
LEV 04,10	16	2	0	0	0	0
LEV 04,11	18	0	0	0	0	0
LEV 04,12	31	3	0	0	0	0
LEV 04,13	25	5	2	1	0	1
LEV 04,14	23	4	0	0	0	0
LEV 04,15	22	2	2	2	0	0
LEV 04,16	13	1	0	0	0	0
LEV 04,17	19	2	1	1	0	0
LEV 04,18	32	2	1	1	0	0
LEV 04,19	10	2	0	0	0	0
LEV 04,20	23	5	0	0	0	0
LEV 04,21	25	3	0	0	0	0
LEV 04,22	18	4	1	1	0	0
LEV 04,23	15	3	0	0	0	0
LEV 04,24	22	3	1	1	0	0
LEV 04,25	26	3	0	0	0	0
LEV 04,26	22	3	0	0	0	0
LEV 04,27	22	4	1	1	0	0
LEV 04,28	17	4	0	0	0	0
LEV 04,29	17	2	0	0	0	0
LEV 04,30	24	3	0	0	0	0
LEV 04,31	33	5	1	1	0	0
LEV 04,32	10	2	0	0	0	0
LEV 04,33	20	3	0	0	0	0
LEV 04,34	26	3	0	0	0	0
LEV 04,35	37	6	1	1	0	0
LEV 05,01	21	6	0	0	0	0
LEV 05,02	31	3	0	0	0	0
LEV 05,03	20	5	0	0	0	0
LEV 05,04	33	8	0	0	0	0
LEV 05,05	13	4	0	0	0	0
LEV 05,06	27	3	1	1	0	0
LEV 05,07	28	3	1	1	0	0
LEV 05,08	24	4	0	0	0	0
LEV 05,09	23	3	0	0	0	0
LEV 05,10	20	4	0	0	0	0
LEV 05,11	37	5	0	0	0	0
LEV 05,12	23	3	1	1	0	0
LEV 05,13	23	4	0	0	0	0
LEV 05,14	7	2	2	2	0	0
LEV 05,15	32	3	2	2	0	0
LEV 05,16	30	6	0	0	0	0
LEV 05,17	23	6	1	1	0	0
LEV 05,18	30	5	0	0	0	0
LEV 05,19	6	2	1	1	0	0
LEV 05,20	7	2	2	2	0	0
LEV 05,21	25	4	1	1	0	0
LEV 05,22	22	5	0	0	0	0
LEV 05,23	32	8	0	0	0	0
LEV 05,24	25	5	0	0	0	0
LEV 05,25	18	1	1	1	0	0
LEV 05,26	20	3	1	1	0	0
LEV 06,01	7	2	2	2	0	0
LEV 06,02	32	3	1	1	0	0
LEV 06,03	32	5	0	0	0	0
LEV 06,04	22	3	0	0	0	0
LEV 06,05	33	5	0	0	0	0
LEV 06,06	8	2	0	0	0	0
LEV 06,07	16	1	2	2	0	0
LEV 06,08	30	2	1	1	0	0
LEV 06,09	18	4	1	1	0	0
LEV 06,10	17	2	0	0	0	0
LEV 06,11	18	3	2	2	0	0
LEV 06,12	7	2	2	2	0	0
LEV 06,13	27	2	2	2	0	0
LEV 06,14	16	4	1	1	0	0
LEV 06,15	16	2	1	1	0	0
LEV 06,16	8	2	0	0	0	0
LEV 06,17	7	2	2	2	0	0
LEV 06,18	27	4	2	2	0	0
LEV 06,19	14	3	0	0	0	0
LEV 06,20	21	5	0	0	0	0
LEV 06,21	19	5	0	0	0	0
LEV 06,22	10	1	0	0	0	0
LEV 06,23	21	4	0	0	0	0
LEV 07,01	8	0	0	0	0	0
LEV 07,02	19	3	0	0	0	0
LEV 07,03	18	2	0	0	0	0
LEV 07,04	26	1	0	0	0	0
LEV 07,05	12	1	1	1	0	0
LEV 07,06	13	2	0	0	0	0
LEV 07,07	15	2	0	0	0	0
LEV 07,08	17	3	0	0	0	0
LEV 07,09	25	4	0	0	0	0
LEV 07,10	17	2	1	1	0	0
LEV 07,11	10	1	1	1	0	0
LEV 07,12	30	6	0	0	0	0
LEV 07,13	10	1	0	0	0	0
LEV 07,14	21	3	1	1	0	0
LEV 07,15	14	2	0	0	0	0
LEV 07,16	21	4	0	0	0	0
LEV 07,17	16	2	0	0	0	0
LEV 07,18	31	8	0	0	0	0
LEV 07,19	21	4	0	0	0	0
LEV 07,20	24	2	1	1	0	0
LEV 07,21	37	3	1	1	0	0
LEV 07,22	7	2	2	2	0	0
LEV 07,23	15	3	1	0	0	1
LEV 07,24	14	3	0	0	0	0
LEV 07,25	21	4	1	1	0	0
LEV 07,26	14	1	0	0	0	0
LEV 07,27	14	2	0	0	0	0
LEV 07,28	7	2	2	2	0	0
LEV 07,29	21	4	3	2	0	1
LEV 07,30	22	3	2	2	0	0
LEV 07,31	18	2	1	1	0	0
LEV 07,32	13	1	0	0	0	0
LEV 07,33	20	2	1	1	0	0
LEV 07,34	35	2	3	1	0	2
LEV 07,35	17	2	3	3	0	0
LEV 07,36	18	3	2	1	0	1
LEV 07,37	26	0	0	0	0	0
LEV 07,38	23	3	6	3	0	3
LEV 08,01	7	2	2	2	0	0
LEV 08,02	31	1	1	1	0	0
LEV 08,03	10	1	0	0	0	0
LEV 08,04	16	3	2	2	0	0
LEV 08,05	14	3	2	2	0	0
LEV 08,06	13	2	2	2	0	0
LEV 08,07	34	6	0	0	0	0
LEV 08,08	18	2	0	0	0	0
LEV 08,09	28	3	2	2	0	0
LEV 08,10	20	3	1	1	0	0
LEV 08,11	26	3	0	0	0	0
LEV 08,12	14	3	1	1	0	0
LEV 08,13	23	5	4	4	0	0
LEV 08,14	18	2	1	1	0	0
LEV 08,15	36	7	1	1	0	0
LEV 08,16	28	2	1	1	0	0
LEV 08,17	28	2	2	2	0	0
LEV 08,18	17	2	1	1	0	0
LEV 08,19	12	2	1	1	0	0
LEV 08,20	21	2	1	1	0	0
LEV 08,21	35	3	4	4	0	0
LEV 08,22	21	2	1	1	0	0
LEV 08,23	27	3	2	2	0	0
LEV 08,24	38	3	3	3	0	0
LEV 08,25	36	1	0	0	0	0
LEV 08,26	31	2	1	1	0	0
LEV 08,27	19	2	2	2	0	0
LEV 08,28	23	2	2	2	0	0
LEV 08,29	27	4	5	5	0	0
LEV 08,30	43	3	3	3	0	0
LEV 08,31	37	6	3	3	0	0
LEV 08,32	14	2	0	0	0	0
LEV 08,33	20	3	0	0	0	0
LEV 08,34	15	4	1	1	0	0
LEV 08,35	21	4	1	1	0	0
LEV 08,36	15	2	3	3	0	0
LEV 09,01	18	2	3	2	0	1
LEV 09,02	21	3	2	2	0	0
LEV 09,03	21	3	1	0	0	1
LEV 09,04	22	3	2	2	0	0
LEV 09,05	20	4	2	2	0	0
LEV 09,06	15	4	3	3	0	0
LEV 09,07	36	7	3	3	0	0
LEV 09,08	14	2	1	1	0	0
LEV 09,09	28	4	1	1	0	0
LEV 09,10	27	2	2	2	0	0
LEV 09,11	16	1	0	0	0	0
LEV 09,12	19	3	1	1	0	0
LEV 09,13	17	2	0	0	0	0
LEV 09,14	16	2	0	0	0	0
LEV 09,15	21	4	0	0	0	0
LEV 09,16	9	2	0	0	0	0
LEV 09,17	20	3	0	0	0	0
LEV 09,18	29	3	1	1	0	0
LEV 09,19	23	0	0	0	0	0
LEV 09,20	14	2	0	0	0	0
LEV 09,21	19	2	3	3	0	0
LEV 09,22	22	4	1	1	0	0
LEV 09,23	23	4	3	3	0	0
LEV 09,24	30	5	1	1	0	0
LEV 10,01	28	5	4	4	0	0
LEV 10,02	15	3	2	2	0	0
LEV 10,03	24	6	4	4	0	0
LEV 10,04	29	4	5	5	0	0
LEV 10,05	16	3	1	1	0	0
LEV 10,06	40	7	6	5	0	1
LEV 10,07	19	3	2	2	0	0
LEV 10,08	7	2	2	2	0	0
LEV 10,09	21	3	0	0	0	0
LEV 10,10	18	1	0	0	0	0
LEV 10,11	17	2	3	2	0	1
LEV 10,12	33	5	5	5	0	0
LEV 10,13	18	2	1	1	0	0
LEV 10,14	31	2	1	0	0	1
LEV 10,15	32	4	2	2	0	0
LEV 10,16	24	6	4	4	0	0
LEV 10,17	30	4	1	1	0	0
LEV 10,18	18	4	0	0	0	0
LEV 10,19	32	5	4	4	0	0
LEV 10,20	7	2	1	1	0	0
LEV 11,01	11	2	3	3	0	0
LEV 11,02	19	3	1	0	0	1
LEV 11,03	14	4	0	0	0	0
LEV 11,04	28	5	0	0	0	0
LEV 11,05	15	2	0	0	0	0
LEV 11,06	15	2	0	0	0	0
LEV 11,07	20	3	0	0	0	0
LEV 11,08	12	2	0	0	0	0
LEV 11,09	26	2	0	0	0	0
LEV 11,10	33	0	0	0	0	0
LEV 11,11	12	3	0	0	0	0
LEV 11,12	13	0	0	0	0	0
LEV 11,13	22	2	0	0	0	0
LEV 11,14	10	0	0	0	0	0
LEV 11,15	5	0	0	0	0	0
LEV 11,16	19	0	0	0	0	0
LEV 11,17	12	0	0	0	0	0
LEV 11,18	12	0	0	0	0	0
LEV 11,19	16	0	0	0	0	0
LEV 11,20	11	1	0	0	0	0
LEV 11,21	26	3	0	0	0	0
LEV 11,22	27	1	0	0	0	0
LEV 11,23	12	0	0	0	0	0
LEV 11,24	13	3	0	0	0	0
LEV 11,25	13	3	0	0	0	0
LEV 11,26	24	5	0	0	0	0
LEV 11,27	25	4	0	0	0	0
LEV 11,28	15	3	0	0	0	0
LEV 11,29	23	1	0	0	0	0
LEV 11,30	15	0	0	0	0	0
LEV 11,31	18	2	0	0	0	0
LEV 11,32	36	6	0	0	0	0
LEV 11,33	17	3	0	0	0	0
LEV 11,34	20	5	0	0	0	0
LEV 11,35	18	4	0	0	0	0
LEV 11,36	13	3	0	0	0	0
LEV 11,37	13	2	0	0	0	0
LEV 11,38	14	2	0	0	0	0
LEV 11,39	19	3	0	0	0	0
LEV 11,40	24	6	0	0	0	0
LEV 11,41	13	2	0	0	0	0
LEV 11,42	27	5	0	0	0	0
LEV 11,43	17	4	0	0	0	0
LEV 11,44	26	4	1	1	0	0
LEV 11,45	20	3	2	1	0	1
LEV 11,46	26	2	0	0	0	0
LEV 11,47	22	3	0	0	0	0
LEV 12,01	7	2	2	2	0	0
LEV 12,02	21	7	1	0	0	1
LEV 12,03	9	1	0	0	0	0
LEV 12,04	25	4	0	0	0	0
LEV 12,05	19	3	0	0	0	0
LEV 12,06	30	2	0	0	0	0
LEV 12,07	23	4	1	1	0	0
LEV 12,08	29	4	0	0	0	0
LEV 13,01	10	2	3	3	0	0
LEV 13,02	32	3	1	1	0	0
LEV 13,03	36	4	0	0	0	0
LEV 13,04	29	2	0	0	0	0
LEV 13,05	29	4	0	0	0	0
LEV 13,06	34	6	0	0	0	0
LEV 13,07	22	4	0	0	0	0
LEV 13,08	17	3	0	0	0	0
LEV 13,09	11	2	0	0	0	0
LEV 13,10	23	2	0	0	0	0
LEV 13,11	15	3	0	0	0	0
LEV 13,12	29	3	0	0	0	0
LEV 13,13	22	4	0	0	0	0
LEV 13,14	8	2	0	0	0	0
LEV 13,15	19	2	0	0	0	0
LEV 13,16	16	3	0	0	0	0
LEV 13,17	20	3	0	0	0	0
LEV 13,18	10	2	0	0	0	0
LEV 13,19	17	2	0	0	0	0
LEV 13,20	26	4	0	0	0	0
LEV 13,21	26	2	0	0	0	0
LEV 13,22	13	3	0	0	0	0
LEV 13,23	16	3	0	0	0	0
LEV 13,24	18	2	0	0	0	0
LEV 13,25	32	4	0	0	0	0
LEV 13,26	28	2	0	0	0	0
LEV 13,27	22	4	0	0	0	0
LEV 13,28	26	3	0	0	0	0
LEV 13,29	13	1	0	0	0	0
LEV 13,30	33	2	0	0	0	0
LEV 13,31	32	2	0	0	0	0
LEV 13,32	33	3	0	0	0	0
LEV 13,33	18	3	0	0	0	0
LEV 13,34	37	5	0	0	0	0
LEV 13,35	11	2	0	0	0	0
LEV 13,36	22	3	0	0	0	0
LEV 13,37	21	4	0	0	0	0
LEV 13,38	12	1	0	0	0	0
LEV 13,39	19	2	0	0	0	0
LEV 13,40	9	1	0	0	0	0
LEV 13,41	11	1	0	0	0	0
LEV 13,42	21	2	0	0	0	0
LEV 13,43	22	1	0	0	0	0
LEV 13,44	12	3	0	0	0	0
LEV 13,45	22	7	0	0	0	0
LEV 13,46	17	2	0	0	0	0
LEV 13,47	15	1	0	0	0	0
LEV 13,48	21	0	0	0	0	0
LEV 13,49	35	2	0	0	0	0
LEV 13,50	14	2	0	0	0	0
LEV 13,51	43	4	0	0	0	0
LEV 13,52	39	4	0	0	0	0
LEV 13,53	27	2	0	0	0	0
LEV 13,54	16	3	0	0	0	0
LEV 13,55	35	5	0	0	0	0
LEV 13,56	31	4	0	0	0	0
LEV 13,57	31	3	0	0	0	0
LEV 13,58	26	4	0	0	0	0
LEV 13,59	25	2	0	0	0	0
LEV 14,01	7	2	2	2	0	0
LEV 14,02	13	3	0	0	0	0
LEV 14,03	22	4	0	0	0	0
LEV 14,04	21	3	0	0	0	0
LEV 14,05	17	2	0	0	0	0
LEV 14,06	41	3	0	0	0	0
LEV 14,07	23	4	0	0	0	0
LEV 14,08	31	7	0	0	0	0
LEV 14,09	37	6	0	0	0	0
LEV 14,10	29	2	0	0	0	0
LEV 14,11	19	3	1	1	0	0
LEV 14,12	26	3	1	1	0	0
LEV 14,13	32	2	0	0	0	0
LEV 14,14	31	3	0	0	0	0
LEV 14,15	16	2	0	0	0	0
LEV 14,16	28	2	1	1	0	0
LEV 14,17	34	2	0	0	0	0
LEV 14,18	24	4	1	1	0	0
LEV 14,19	20	4	0	0	0	0
LEV 14,20	20	3	0	0	0	0
LEV 14,21	31	4	0	0	0	0
LEV 14,22	18	2	0	0	0	0
LEV 14,23	20	1	1	1	0	0
LEV 14,24	22	2	1	1	0	0
LEV 14,25	35	4	0	0	0	0
LEV 14,26	13	1	0	0	0	0
LEV 14,27	21	1	1	1	0	0
LEV 14,28	34	2	0	0	0	0
LEV 14,29	22	4	1	1	0	0
LEV 14,30	17	2	0	0	0	0
LEV 14,31	26	3	1	1	0	0
LEV 14,32	12	1	0	0	0	0
LEV 14,33	10	2	3	3	0	0
LEV 14,34	19	3	1	0	0	1
LEV 14,35	19	4	0	0	0	0
LEV 14,36	37	7	0	0	0	0
LEV 14,37	23	1	0	0	0	0
LEV 14,38	18	2	0	0	0	0
LEV 14,39	20	3	0	0	0	0
LEV 14,40	25	3	0	0	0	0
LEV 14,41	24	3	0	0	0	0
LEV 14,42	19	4	0	0	0	0
LEV 14,43	24	5	0	0	0	0
LEV 14,44	20	4	0	0	0	0
LEV 14,45	27	2	0	0	0	0
LEV 14,46	14	3	0	0	0	0
LEV 14,47	18	4	0	0	0	0
LEV 14,48	33	7	0	0	0	0
LEV 14,49	17	2	0	0	0	0
LEV 14,50	13	1	0	0	0	0
LEV 14,51	43	4	0	0	0	0
LEV 14,52	35	1	0	0	0	0
LEV 14,53	24	3	0	0	0	0
LEV 14,54	12	0	0	0	0	0
LEV 14,55	9	0	0	0	0	0
LEV 14,56	12	0	0	0	0	0
LEV 14,57	15	1	0	0	0	0
LEV 15,01	10	2	3	3	0	0
LEV 15,02	17	4	1	0	0	1
LEV 15,03	17	3	0	0	0	0
LEV 15,04	17	5	0	0	0	0
LEV 15,05	17	4	0	0	0	0
LEV 15,06	22	6	0	0	0	0
LEV 15,07	18	5	0	0	0	0
LEV 15,08	19	5	0	0	0	0
LEV 15,09	10	3	0	0	0	0
LEV 15,10	28	7	0	0	0	0
LEV 15,11	27	6	0	0	0	0
LEV 15,12	16	4	0	0	0	0
LEV 15,13	25	6	0	0	0	0
LEV 15,14	28	3	1	1	0	0
LEV 15,15	21	2	1	1	0	0
LEV 15,16	20	3	0	0	0	0
LEV 15,17	21	3	0	0	0	0
LEV 15,18	18	3	0	0	0	0
LEV 15,19	24	6	0	0	0	0
LEV 15,20	14	4	0	0	0	0
LEV 15,21	17	4	0	0	0	0
LEV 15,22	21	5	0	0	0	0
LEV 15,23	21	3	0	0	0	0
LEV 15,24	22	6	0	0	0	0
LEV 15,25	27	3	0	0	0	0
LEV 15,26	26	4	0	0	0	0
LEV 15,27	18	5	0	0	0	0
LEV 15,28	13	3	0	0	0	0
LEV 15,29	24	2	0	0	0	0
LEV 15,30	24	2	1	1	0	0
LEV 15,31	19	3	1	0	0	1
LEV 15,32	13	3	0	0	0	0
LEV 15,33	23	2	0	0	0	0
LEV 16,01	17	3	4	4	0	0
LEV 16,02	42	5	3	3	0	0
LEV 16,03	17	1	1	1	0	0
LEV 16,04	32	6	0	0	0	0
LEV 16,05	17	1	1	0	0	1
LEV 16,06	15	2	1	1	0	0
LEV 16,07	15	2	1	1	0	0
LEV 16,08	17	1	3	3	0	0
LEV 16,09	16	3	2	2	0	0
LEV 16,10	25	4	3	3	0	0
LEV 16,11	23	3	1	1	0	0
LEV 16,12	27	2	1	1	0	0
LEV 16,13	26	3	1	1	0	0
LEV 16,14	28	3	0	0	0	0
LEV 16,15	40	5	0	0	0	0
LEV 16,16	27	3	1	0	0	1
LEV 16,17	28	5	1	0	0	1
LEV 16,18	30	4	1	1	0	0
LEV 16,19	18	3	1	0	0	1
LEV 16,20	22	3	0	0	0	0
LEV 16,21	42	4	2	1	0	1
LEV 16,22	18	2	0	0	0	0
LEV 16,23	22	5	1	1	0	0
LEV 16,24	32	5	0	0	0	0
LEV 16,25	8	1	0	0	0	0
LEV 16,26	23	4	1	1	0	0
LEV 16,27	38	4	0	0	0	0
LEV 16,28	19	4	0	0	0	0
LEV 16,29	34	4	0	0	0	0
LEV 16,30	18	3	1	1	0	0
LEV 16,31	10	1	0	0	0	0
LEV 16,32	25	5	0	0	0	0
LEV 16,33	26	3	0	0	0	0
LEV 16,34	26	4	3	2	0	1
LEV 17,01	7	2	2	2	0	0
LEV 17,02	22	4	3	2	0	1
LEV 17,03	23	2	1	0	0	1
LEV 17,04	34	5	2	2	0	0
LEV 17,05	32	4	3	2	0	1
LEV 17,06	22	2	2	2	0	0
LEV 17,07	20	3	0	0	0	0
LEV 17,08	21	3	1	0	0	1
LEV 17,09	20	3	1	1	0	0
LEV 17,10	35	5	1	0	0	1
LEV 17,11	27	3	0	0	0	0
LEV 17,12	22	4	1	0	0	1
LEV 17,13	31	5	1	0	0	1
LEV 17,14	27	4	1	0	0	1
LEV 17,15	29	5	0	0	0	0
LEV 17,16	11	3	0	0	0	0
LEV 18,01	7	2	2	2	0	0
LEV 18,02	10	2	2	1	0	1
LEV 18,03	26	5	2	0	0	2
LEV 18,04	13	3	1	1	0	0
LEV 18,05	17	3	1	1	0	0
LEV 18,06	13	2	1	1	0	0
LEV 18,07	12	2	0	0	0	0
LEV 18,08	8	1	0	0	0	0
LEV 18,09	15	1	0	0	0	0
LEV 18,10	12	1	0	0	0	0
LEV 18,11	11	1	0	0	0	0
LEV 18,12	8	1	0	0	0	0
LEV 18,13	9	1	0	0	0	0
LEV 18,14	11	2	0	0	0	0
LEV 18,15	10	2	0	0	0	0
LEV 18,16	8	1	0	0	0	0
LEV 18,17	22	3	0	0	0	0
LEV 18,18	14	3	0	0	0	0
LEV 18,19	11	2	0	0	0	0
LEV 18,20	12	2	0	0	0	0
LEV 18,21	17	3	2	2	0	0
LEV 18,22	9	1	0	0	0	0
LEV 18,23	21	4	0	0	0	0
LEV 18,24	17	3	0	0	0	0
LEV 18,25	14	4	0	0	0	0
LEV 18,26	26	3	0	0	0	0
LEV 18,27	18	2	0	0	0	0
LEV 18,28	18	3	0	0	0	0
LEV 18,29	19	3	0	0	0	0
LEV 18,30	22	4	1	1	0	0
LEV 19,01	7	2	2	2	0	0
LEV 19,02	16	3	2	1	0	1
LEV 19,03	12	2	1	1	0	0
LEV 19,04	14	2	1	1	0	0
LEV 19,05	10	2	1	1	0	0
LEV 19,06	18	3	0	0	0	0
LEV 19,07	13	3	0	0	0	0
LEV 19,08	17	4	1	1	0	0
LEV 19,09	17	4	0	0	0	0
LEV 19,10	21	3	1	1	0	0
LEV 19,11	11	3	0	0	0	0
LEV 19,12	14	2	1	1	0	0
LEV 19,13	14	3	0	0	0	0
LEV 19,14	16	3	1	1	0	0
LEV 19,15	18	4	0	0	0	0
LEV 19,16	12	2	1	1	0	0
LEV 19,17	15	4	0	0	0	0
LEV 19,18	15	3	1	1	0	0
LEV 19,19	18	4	0	0	0	0
LEV 19,20	30	8	0	0	0	0
LEV 19,21	12	1	1	1	0	0
LEV 19,22	23	4	1	1	0	0
LEV 19,23	23	5	0	0	0	0
LEV 19,24	13	1	1	1	0	0
LEV 19,25	16	2	1	1	0	0
LEV 19,26	10	3	0	0	0	0
LEV 19,27	10	2	0	0	0	0
LEV 19,28	16	2	1	1	0	0
LEV 19,29	16	4	0	0	0	0
LEV 19,30	8	2	1	1	0	0
LEV 19,31	17	3	1	1	0	0
LEV 19,32	14	3	1	1	0	0
LEV 19,33	10	2	0	0	0	0
LEV 19,34	23	4	2	1	0	1
