verse	word	verb	proper	masc	fem	unknown
PS119,123	8	1	0	0	0	0
PS119,124	8	2	0	0	0	0
PS119,125	6	2	0	0	0	0
PS119,126	7	2	1	1	0	0
PS119,127	9	1	0	0	0	0
PS119,128	10	2	0	0	0	0
PS119,129	6	1	0	0	0	0
PS119,130	5	2	0	0	0	0
PS119,131	8	3	0	0	0	0
PS119,132	9	3	0	0	0	0
PS119,133	10	2	0	0	0	0
PS119,134	7	2	0	0	0	0
PS119,135	8	2	0	0	0	0
PS119,136	8	2	0	0	0	0
PS119,137	6	0	1	1	0	0
PS119,138	6	1	0	0	0	0
PS119,139	6	2	0	0	0	0
PS119,140	6	2	0	0	0	0
PS119,141	7	2	0	0	0	0
PS119,142	7	0	0	0	0	0
PS119,143	6	1	0	0	0	0
PS119,144	7	2	0	0	0	0
PS119,145	8	3	1	1	0	0
PS119,146	5	3	0	0	0	0
PS119,147	9	3	0	0	0	0
PS119,148	7	2	0	0	0	0
PS119,149	8	2	1	1	0	0
PS119,150	6	3	0	0	0	0
PS119,151	7	0	1	1	0	0
PS119,152	8	2	0	0	0	0
PS119,153	8	3	0	0	0	0
PS119,154	7	3	0	0	0	0
PS119,155	8	1	0	0	0	0
PS119,156	6	1	1	1	0	0
PS119,157	8	2	0	0	0	0
PS119,158	8	4	0	0	0	0
PS119,159	8	3	1	1	0	0
PS119,160	9	0	0	0	0	0
PS119,161	8	2	0	0	0	0
PS119,162	8	2	0	0	0	0
PS119,163	6	3	0	0	0	0
PS119,164	8	1	0	0	0	0
PS119,165	9	1	0	0	0	0
PS119,166	7	2	1	1	0	0
PS119,167	6	2	0	0	0	0
PS119,168	8	1	0	0	0	0
PS119,169	8	2	1	1	0	0
PS119,170	7	2	0	0	0	0
PS119,171	6	2	0	0	0	0
PS119,172	7	1	0	0	0	0
PS119,173	7	3	0	0	0	0
PS119,174	7	1	1	1	0	0
PS119,175	7	3	0	0	0	0
PS119,176	10	4	0	0	0	0
PS120,001	12	2	1	1	0	0
PS120,002	9	1	1	1	0	0
PS120,003	9	2	0	0	0	0
PS120,004	6	1	0	0	0	0
PS120,005	9	2	2	0	0	2
PS120,006	7	2	0	0	0	0
PS120,007	9	1	0	0	0	0
PS121,001	13	2	0	0	0	0
PS121,002	8	1	1	1	0	0
PS121,003	9	3	0	0	0	0
PS121,004	8	3	1	0	0	1
PS121,005	7	1	2	2	0	0
PS121,006	10	1	0	0	0	0
PS121,007	8	2	1	1	0	0
PS121,008	10	3	1	1	0	0
PS122,001	12	3	2	2	0	0
PS122,002	6	2	1	0	0	1
PS122,003	9	2	1	0	0	1
PS122,004	14	2	3	2	0	1
PS122,005	10	1	1	1	0	0
PS122,006	5	3	1	0	0	1
PS122,007	7	1	0	0	0	0
PS122,008	8	1	0	0	0	0
PS122,009	7	1	1	1	0	0
PS123,001	12	2	0	0	0	0
PS123,002	21	1	1	1	0	0
PS123,003	7	3	1	1	0	0
PS123,004	13	2	0	0	0	0
PS124,001	13	2	3	2	0	1
PS124,002	9	2	1	1	0	0
PS124,003	7	2	0	0	0	0
PS124,004	8	2	0	0	0	0
PS124,005	8	1	0	0	0	0
PS124,006	8	2	1	1	0	0
PS124,007	13	4	0	0	0	0
PS124,008	8	1	1	1	0	0
PS125,001	15	3	2	1	0	1
PS125,002	14	0	2	1	0	1
PS125,003	18	2	0	0	0	0
PS125,004	10	1	1	1	0	0
PS125,005	13	3	2	1	0	1
PS126,001	12	3	2	1	0	1
PS126,002	18	4	1	1	0	0
PS126,003	7	3	1	1	0	0
PS126,004	9	1	1	1	0	0
PS126,005	7	2	0	0	0	0
PS126,006	14	7	0	0	0	0
PS127,001	22	6	3	3	0	0
PS127,002	15	6	0	0	0	0
PS127,003	8	0	1	1	0	0
PS127,004	9	0	0	0	0	0
PS127,005	17	4	0	0	0	0
PS128,001	11	1	1	1	0	0
PS128,002	8	2	0	0	0	0
PS128,003	14	1	0	0	0	0
PS128,004	7	1	1	1	0	0
PS128,005	12	2	3	1	0	2
PS128,006	8	1	1	0	0	1
PS129,001	10	2	1	0	0	1
PS129,002	8	2	0	0	0	0
PS129,003	7	3	0	0	0	0
PS129,004	5	1	1	1	0	0
PS129,005	7	3	1	0	0	1
PS129,006	8	3	0	0	0	0
PS129,007	8	3	0	0	0	0
PS129,008	13	3	2	2	0	0
PS130,001	7	1	1	1	0	0
PS130,002	10	2	1	1	0	0
PS130,003	7	2	2	2	0	0
PS130,004	6	1	0	0	0	0
PS130,005	8	3	1	1	0	0
PS130,006	12	2	1	1	0	0
PS130,007	13	2	3	2	0	1
PS130,008	8	1	1	0	0	1
PS131,001	22	4	2	2	0	0
PS131,002	15	4	0	0	0	0
PS131,003	9	1	2	1	0	1
PS132,001	10	2	2	2	0	0
PS132,002	8	2	2	2	0	0
PS132,003	10	2	0	0	0	0
PS132,004	8	1	0	0	0	0
PS132,005	9	1	2	2	0	0
PS132,006	8	2	2	0	1	1
PS132,007	7	2	0	0	0	0
PS132,008	8	1	1	1	0	0
PS132,009	6	2	0	0	0	0
PS132,010	8	1	1	1	0	0
PS132,011	15	3	2	2	0	0
PS132,012	16	3	0	0	0	0
PS132,013	9	2	2	1	0	1
PS132,014	8	2	0	0	0	0
PS132,015	6	3	0	0	0	0
PS132,016	8	3	0	0	0	0
PS132,017	9	2	1	1	0	0
PS132,018	7	3	0	0	0	0
PS133,001	15	1	1	1	0	0
PS133,002	19	2	1	1	0	0
PS133,003	19	2	3	1	0	2
PS134,001	18	2	3	3	0	0
PS134,002	7	2	1	1	0	0
PS134,003	8	2	2	1	0	1
PS135,001	9	3	3	3	0	0
PS135,002	9	1	1	1	0	0
PS135,003	10	2	2	2	0	0
PS135,004	8	1	3	2	0	1
PS135,005	11	1	1	1	0	0
PS135,006	18	2	1	1	0	0
PS135,007	15	3	0	0	0	0
PS135,008	8	1	1	0	0	1
PS135,009	13	1	1	0	0	1
PS135,010	8	2	0	0	0	0
PS135,011	16	0	4	2	0	2
PS135,012	8	1	1	0	0	1
PS135,013	10	0	2	2	0	0
PS135,014	8	2	1	1	0	0
PS135,015	9	0	0	0	0	0
PS135,016	10	2	0	0	0	0
PS135,017	11	1	0	0	0	0
PS135,018	7	3	0	0	0	0
PS135,019	10	2	4	3	0	1
PS135,020	11	2	3	3	0	0
PS135,021	8	3	4	2	0	2
PS136,001	9	1	1	1	0	0
PS136,002	9	1	0	0	0	0
PS136,003	9	1	0	0	0	0
PS136,004	10	2	0	0	0	0
PS136,005	10	1	0	0	0	0
PS136,006	11	1	0	0	0	0
PS136,007	8	1	0	0	0	0
PS136,008	12	0	0	0	0	0
PS136,009	14	0	0	0	0	0
PS136,010	9	1	1	0	0	1
PS136,011	9	1	1	0	0	1
PS136,012	11	1	0	0	0	0
PS136,013	10	1	0	0	0	0
PS136,014	9	1	1	0	0	1
PS136,015	12	1	0	0	0	0
PS136,016	10	1	0	0	0	0
PS136,017	8	1	0	0	0	0
PS136,018	8	1	0	0	0	0
PS136,019	9	0	1	1	0	0
PS136,020	10	0	2	1	0	1
PS136,021	9	1	0	0	0	0
PS136,022	8	0	1	0	0	1
PS136,023	9	1	0	0	0	0
PS136,024	8	1	0	0	0	0
PS136,025	9	1	0	0	0	0
PS136,026	9	1	0	0	0	0
PS137,001	11	3	2	0	0	2
PS137,002	6	1	0	0	0	0
PS137,003	14	3	1	0	0	1
PS137,004	8	1	1	1	0	0
PS137,005	5	2	1	0	0	1
PS137,006	15	3	1	0	0	1
PS137,007	16	4	3	1	0	2
PS137,008	13	3	1	0	0	1
PS137,009	10	2	0	0	0	0
PS138,001	9	2	1	1	0	0
PS138,002	19	3	0	0	0	0
PS138,003	9	3	0	0	0	0
PS138,004	9	2	1	1	0	0
PS138,005	9	1	2	2	0	0
PS138,006	11	3	1	1	0	0
PS138,007	14	5	0	0	0	0
PS138,008	11	2	2	2	0	0
PS139,001	10	3	2	2	0	0
PS139,002	10	4	0	0	0	0
PS139,003	8	4	0	0	0	0
PS139,004	9	1	1	1	0	0
PS139,005	8	2	0	0	0	0
PS139,006	7	2	0	0	0	0
PS139,007	9	2	0	0	0	0
PS139,008	9	2	0	0	0	0
PS139,009	7	2	0	0	0	0
PS139,010	7	2	0	0	0	0
PS139,011	9	2	0	0	0	0
PS139,012	17	2	0	0	0	0
PS139,013	8	2	0	0	0	0
PS139,014	11	5	0	0	0	0
PS139,015	13	3	0	0	0	0
PS139,016	14	3	0	0	0	0
PS139,017	9	2	0	0	0	0
PS139,018	8	3	0	0	0	0
PS139,019	9	2	0	0	0	0
PS139,020	9	2	0	0	0	0
PS139,021	9	4	1	1	0	0
PS139,022	7	3	0	0	0	0
PS139,023	9	4	0	0	0	0
PS139,024	11	2	0	0	0	0
PS140,001	6	1	1	1	0	0
PS140,002	9	2	1	1	0	0
PS140,003	9	2	0	0	0	0
PS140,004	9	1	0	0	0	0
PS140,005	14	4	1	1	0	0
PS140,006	15	3	0	0	0	0
PS140,007	9	2	2	2	0	0
PS140,008	10	1	2	2	0	0
PS140,009	10	3	1	1	0	0
PS140,010	5	1	0	0	0	0
PS140,011	11	3	0	0	0	0
PS140,012	13	2	0	0	0	0
PS140,013	8	2	1	1	0	0
PS140,014	9	2	0	0	0	0
PS141,001	12	4	2	2	0	0
PS141,002	9	1	0	0	0	0
PS141,003	9	2	1	1	0	0
PS141,004	20	4	0	0	0	0
PS141,005	16	3	0	0	0	0
PS141,006	10	4	0	0	0	0
PS141,007	12	3	0	0	0	0
PS141,008	10	2	2	2	0	0
PS141,009	10	3	0	0	0	0
PS141,010	8	2	0	0	0	0
PS142,001	9	1	1	1	0	0
PS142,002	8	2	2	2	0	0
PS142,003	8	2	0	0	0	0
PS142,004	15	4	0	0	0	0
PS142,005	15	5	0	0	0	0
PS142,006	11	2	1	1	0	0
PS142,007	12	5	0	0	0	0
PS142,008	14	4	0	0	0	0
PS143,001	14	3	2	2	0	0
PS143,002	14	2	0	0	0	0
PS143,003	15	5	0	0	0	0
PS143,004	8	2	0	0	0	0
PS143,005	12	3	0	0	0	0
PS143,006	9	1	0	0	0	0
PS143,007	14	6	1	1	0	0
PS143,008	16	5	0	0	0	0
PS143,009	6	3	1	1	0	0
PS143,010	13	3	0	0	0	0
PS143,011	10	2	1	1	0	0
PS143,012	13	4	0	0	0	0
PS144,001	15	2	2	2	0	0
PS144,002	15	3	0	0	0	0
PS144,003	9	2	1	1	0	0
PS144,004	9	2	0	0	0	0
PS144,005	11	4	1	1	0	0
PS144,006	8	4	0	0	0	0
PS144,007	14	3	0	0	0	0
PS144,008	8	1	0	0	0	0
PS144,009	10	2	0	0	0	0
PS144,010	14	2	1	1	0	0
PS144,011	15	3	0	0	0	0
PS144,012	13	2	0	0	0	0
PS144,013	12	3	0	0	0	0
PS144,014	12	1	0	0	0	0
PS144,015	12	0	1	1	0	0
PS145,001	14	2	1	1	0	0
PS145,002	11	2	0	0	0	0
PS145,003	10	1	1	1	0	0
PS145,004	8	2	0	0	0	0
PS145,005	7	2	0	0	0	0
PS145,006	7	3	0	0	0	0
PS145,007	7	2	0	0	0	0
PS145,008	9	0	1	1	0	0
PS145,009	10	0	1	1	0	0
PS145,010	7	2	1	1	0	0
PS145,011	6	2	0	0	0	0
PS145,012	11	1	0	0	0	0
PS145,013	11	0	0	0	0	0
PS145,014	12	4	1	1	0	0
PS145,015	12	2	0	0	0	0
PS145,016	9	2	0	0	0	0
PS145,017	10	0	1	1	0	0
PS145,018	11	2	1	1	0	0
PS145,019	9	3	0	0	0	0
PS145,020	11	3	1	1	0	0
PS145,021	14	2	1	1	0	0
PS146,001	6	2	2	2	0	0
PS146,002	9	2	1	1	0	0
PS146,003	11	1	0	0	0	0
PS146,004	12	3	0	0	0	0
PS146,005	10	0	2	2	0	0
PS146,006	17	2	0	0	0	0
PS146,007	13	5	1	1	0	0
PS146,008	9	4	3	3	0	0
PS146,009	12	3	1	1	0	0
PS146,010	12	2	3	2	0	1
PS147,001	10	2	1	1	0	0
PS147,002	6	3	3	1	0	2
PS147,003	9	3	0	0	0	0
PS147,004	9	2	0	0	0	0
PS147,005	9	0	0	0	0	0
PS147,006	7	2	1	1	0	0
PS147,007	10	2	1	1	0	0
PS147,008	15	3	0	0	0	0
PS147,009	9	2	0	0	0	0
PS147,010	12	2	0	0	0	0
PS147,011	9	2	1	1	0	0
PS147,012	7	2	3	1	0	2
PS147,013	8	2	0	0	0	0
PS147,014	7	2	0	0	0	0
PS147,015	8	2	0	0	0	0
PS147,016	11	2	0	0	0	0
PS147,017	9	2	0	0	0	0
PS147,018	8	4	0	0	0	0
PS147,019	9	1	2	1	0	1
PS147,020	12	3	1	1	0	0
PS148,001	12	3	2	2	0	0
PS148,002	6	2	0	0	0	0
PS148,003	8	2	0	0	0	0
PS148,004	12	1	0	0	0	0
PS148,005	9	3	1	1	0	0
PS148,006	11	3	0	0	0	0
PS148,007	10	1	1	1	0	0
PS148,008	10	1	0	0	0	0
PS148,009	10	0	0	0	0	0
PS148,010	9	0	0	0	0	0
PS148,011	10	1	0	0	0	0
PS148,012	7	0	0	0	0	0
PS148,013	14	2	1	1	0	0
PS148,014	16	2	2	1	0	1
PS149,001	11	2	2	2	0	0
PS149,002	9	3	2	0	0	2
PS149,003	10	2	0	0	0	0
PS149,004	9	2	1	1	0	0
PS149,005	7	2	0	0	0	0
PS149,006	9	0	0	0	0	0
PS149,007	9	1	0	0	0	0
PS149,008	10	2	0	0	0	0
PS149,009	12	3	1	1	0	0
PS150,001	10	3	1	1	0	0
PS150,002	7	2	0	0	0	0
PS150,003	9	2	0	0	0	0
PS150,004	10	2	0	0	0	0
PS150,005	8	2	0	0	0	0
PS150,006	7	2	2	2	0	0
IOB 01,01	23	3	2	1	0	1
IOB 01,02	8	1	0	0	0	0
IOB 01,03	34	2	0	0	0	0
IOB 01,04	22	6	0	0	0	0
IOB 01,05	39	10	3	3	0	0
IOB 01,06	20	4	1	1	0	0
IOB 01,07	26	6	2	2	0	0
IOB 01,08	28	3	2	2	0	0
IOB 01,09	13	3	2	2	0	0
IOB 01,10	24	3	0	0	0	0
IOB 01,11	16	3	0	0	0	0
IOB 01,12	25	3	2	2	0	0
IOB 01,13	17	3	0	0	0	0
IOB 01,14	17	5	1	1	0	0
IOB 01,15	22	5	1	0	0	1
IOB 01,16	34	8	0	0	0	0
IOB 01,17	36	9	1	1	0	0
IOB 01,18	20	5	0	0	0	0
IOB 01,19	32	6	0	0	0	0
IOB 01,20	16	5	1	1	0	0
IOB 01,21	20	7	3	3	0	0
IOB 01,22	12	2	1	1	0	0
IOB 02,01	24	5	2	2	0	0
IOB 02,02	27	6	2	2	0	0
IOB 02,03	39	6	2	2	0	0
IOB 02,04	20	3	1	1	0	0
IOB 02,05	16	3	0	0	0	0
IOB 02,06	13	2	1	1	0	0
IOB 02,07	21	2	2	2	0	0
IOB 02,08	14	3	0	0	0	0
IOB 02,09	12	4	0	0	0	0
IOB 02,10	32	6	1	1	0	0
IOB 02,11	41	7	4	4	0	0
IOB 02,12	25	6	0	0	0	0
IOB 02,13	23	4	0	0	0	0
IOB 03,01	10	2	1	1	0	0
IOB 03,02	5	2	1	1	0	0
IOB 03,03	10	4	0	0	0	0
IOB 03,04	16	3	0	0	0	0
IOB 03,05	10	3	0	0	0	0
IOB 03,06	16	3	0	0	0	0
IOB 03,07	11	2	0	0	0	0
IOB 03,08	7	3	0	0	0	0
IOB 03,09	14	3	0	0	0	0
IOB 03,10	10	2	0	0	0	0
IOB 03,11	10	3	0	0	0	0
IOB 03,12	8	2	0	0	0	0
IOB 03,13	9	4	0	0	0	0
IOB 03,14	9	2	0	0	0	0
IOB 03,15	9	1	0	0	0	0
IOB 03,16	11	3	0	0	0	0
IOB 03,17	9	2	0	0	0	0
IOB 03,18	7	3	0	0	0	0
IOB 03,19	10	0	0	0	0	0
IOB 03,20	10	1	0	0	0	0
IOB 03,21	11	2	0	0	0	0
IOB 03,22	8	2	0	0	0	0
IOB 03,23	9	2	0	0	0	0
IOB 03,24	12	2	0	0	0	0
IOB 03,25	10	4	0	0	0	0
IOB 03,26	11	4	0	0	0	0
IOB 04,01	7	2	1	1	0	0
IOB 04,02	11	4	0	0	0	0
IOB 04,03	7	2	0	0	0	0
IOB 04,04	7	4	0	0	0	0
IOB 04,05	10	4	0	0	0	0
IOB 04,06	8	0	0	0	0	0
IOB 04,07	10	3	0	0	0	0
IOB 04,08	9	4	0	0	0	0
IOB 04,09	9	2	0	0	0	0
IOB 04,10	9	1	0	0	0	0
IOB 04,11	9	2	0	0	0	0
IOB 04,12	9	2	0	0	0	0
IOB 04,13	10	1	0	0	0	0
IOB 04,14	8	2	0	0	0	0
IOB 04,15	8	2	0	0	0	0
IOB 04,16	13	3	0	0	0	0
IOB 04,17	10	3	0	0	0	0
IOB 04,18	10	2	0	0	0	0
IOB 04,19	13	2	0	0	0	0
IOB 04,20	12	3	0	0	0	0
IOB 04,21	10	2	0	0	0	0
IOB 05,01	11	3	0	0	0	0
IOB 05,02	9	3	0	0	0	0
IOB 05,03	8	3	0	0	0	0
IOB 05,04	12	3	0	0	0	0
IOB 05,05	13	3	0	0	0	0
IOB 05,06	12	2	0	0	0	0
IOB 05,07	10	3	0	0	0	0
IOB 05,08	10	2	0	0	0	0
IOB 05,09	9	2	0	0	0	0
IOB 05,10	12	2	0	0	0	0
IOB 05,11	9	3	0	0	0	0
IOB 05,12	8	2	0	0	0	0
IOB 05,13	8	4	0	0	0	0
IOB 05,14	11	2	0	0	0	0
IOB 05,15	11	1	0	0	0	0
IOB 05,16	10	2	0	0	0	0
IOB 05,17	10	2	1	1	0	0
IOB 05,18	9	4	0	0	0	0
IOB 05,19	11	2	0	0	0	0
IOB 05,20	11	1	0	0	0	0
IOB 05,21	11	3	0	0	0	0
IOB 05,22	13	2	0	0	0	0
IOB 05,23	12	1	0	0	0	0
IOB 05,24	11	3	0	0	0	0
IOB 05,25	11	1	0	0	0	0
IOB 05,26	10	2	0	0	0	0
IOB 05,27	10	3	0	0	0	0
IOB 06,01	5	2	1	1	0	0
IOB 06,02	10	3	0	0	0	0
IOB 06,03	10	2	0	0	0	0
IOB 06,04	11	2	1	1	0	0
IOB 06,05	10	2	0	0	0	0
IOB 06,06	12	1	0	0	0	0
IOB 06,07	8	2	0	0	0	0
IOB 06,08	8	3	0	0	0	0
IOB 06,09	9	4	0	0	0	0
IOB 06,10	15	4	0	0	0	0
IOB 06,11	10	2	0	0	0	0
IOB 06,12	7	0	0	0	0	0
IOB 06,13	9	1	0	0	0	0
IOB 06,14	10	1	1	1	0	0
IOB 06,15	8	2	0	0	0	0
IOB 06,16	7	2	0	0	0	0
IOB 06,17	9	4	0	0	0	0
IOB 06,18	9	3	0	0	0	0
IOB 06,19	7	2	2	0	0	2
IOB 06,20	7	4	0	0	0	0
IOB 06,21	8	3	0	0	0	0
IOB 06,22	10	3	0	0	0	0
IOB 06,23	10	2	0	0	0	0
IOB 06,24	9	4	0	0	0	0
IOB 06,25	9	3	0	0	0	0
IOB 06,26	10	3	0	0	0	0
IOB 06,27	8	2	0	0	0	0
IOB 06,28	10	3	0	0	0	0
IOB 06,29	10	3	0	0	0	0
IOB 06,30	10	1	0	0	0	0
IOB 07,01	12	0	0	0	0	0
IOB 07,02	9	2	0	0	0	0
IOB 07,03	10	2	0	0	0	0
IOB 07,04	14	5	0	0	0	0
IOB 07,05	10	3	0	0	0	0
IOB 07,06	9	2	0	0	0	0
IOB 07,07	10	3	0	0	0	0
IOB 07,08	8	2	0	0	0	0
IOB 07,09	9	4	0	0	0	0
IOB 07,10	10	2	0	0	0	0
IOB 07,11	13	3	0	0	0	0
IOB 07,12	9	1	0	0	0	0
IOB 07,13	8	3	0	0	0	0
IOB 07,14	8	2	0	0	0	0
IOB 07,15	7	1	0	0	0	0
IOB 07,16	10	3	0	0	0	0
IOB 07,17	9	2	0	0	0	0
IOB 07,18	7	2	0	0	0	0
IOB 07,19	10	3	0	0	0	0
IOB 07,20	17	5	0	0	0	0
IOB 07,21	19	4	0	0	0	0
IOB 08,01	7	2	1	1	0	0
IOB 08,02	9	1	0	0	0	0
IOB 08,03	9	2	1	1	0	0
IOB 08,04	9	2	0	0	0	0
IOB 08,05	9	2	1	1	0	0
IOB 08,06	13	2	0	0	0	0
IOB 08,07	8	2	0	0	0	0
IOB 08,08	11	2	0	0	0	0
IOB 08,09	11	1	0	0	0	0
IOB 08,10	11	3	0	0	0	0
IOB 08,11	10	2	0	0	0	0
IOB 08,12	11	2	0	0	0	0
IOB 08,13	9	2	0	0	0	0
IOB 08,14	7	0	0	0	0	0
IOB 08,15	11	4	0	0	0	0
IOB 08,16	10	1	0	0	0	0
IOB 08,17	7	2	0	0	0	0
IOB 08,18	9	3	0	0	0	0
IOB 08,19	9	1	0	0	0	0
IOB 08,20	11	3	0	0	0	0
IOB 08,21	7	1	0	0	0	0
IOB 08,22	7	2	0	0	0	0
IOB 09,01	5	2	1	1	0	0
IOB 09,02	10	2	0	0	0	0
IOB 09,03	10	3	0	0	0	0
IOB 09,04	10	2	0	0	0	0
IOB 09,05	10	3	0	0	0	0
IOB 09,06	8	2	0	0	0	0
IOB 09,07	12	3	0	0	0	0
IOB 09,08	9	2	0	0	0	0
IOB 09,09	8	1	0	0	0	0
IOB 09,10	10	2	0	0	0	0
IOB 09,11	12	4	0	0	0	0
IOB 09,12	9	4	0	0	0	0
IOB 09,13	8	3	1	0	0	1
IOB 09,14	7	2	0	0	0	0
IOB 09,15	8	4	0	0	0	0
IOB 09,16	9	4	0	0	0	0
IOB 09,17	8	2	0	0	0	0
IOB 09,18	7	3	0	0	0	0
IOB 09,19	11	1	0	0	0	0
IOB 09,20	8	3	0	0	0	0
IOB 09,21	7	2	0	0	0	0
IOB 09,22	10	2	0	0	0	0
IOB 09,23	8	2	0	0	0	0
IOB 09,24	13	3	0	0	0	0
IOB 09,25	9	4	0	0	0	0
IOB 09,26	9	2	0	0	0	0
IOB 09,27	8	4	0	0	0	0
IOB 09,28	7	3	0	0	0	0
IOB 09,29	6	2	0	0	0	0
IOB 09,30	10	2	0	0	0	0
IOB 09,31	8	2	0	0	0	0
IOB 09,32	10	2	0	0	0	0
IOB 09,33	8	2	0	0	0	0
IOB 09,34	8	2	0	0	0	0
IOB 09,35	9	2	0	0	0	0
IOB 10,01	11	3	0	0	0	0
IOB 10,02	9	4	0	0	0	0
IOB 10,03	14	3	0	0	0	0
IOB 10,04	9	2	0	0	0	0
IOB 10,05	10	0	0	0	0	0
IOB 10,06	8	2	0	0	0	0
IOB 10,07	10	2	0	0	0	0
IOB 10,08	8	3	0	0	0	0
IOB 10,09	11	3	0	0	0	0
IOB 10,10	11	2	0	0	0	0
IOB 10,11	10	2	0	0	0	0
IOB 10,12	9	2	0	0	0	0
IOB 10,13	9	2	0	0	0	0
IOB 10,14	9	3	0	0	0	0
IOB 10,15	14	4	0	0	0	0
IOB 10,16	10	4	0	0	0	0
IOB 10,17	11	2	0	0	0	0
IOB 10,18	10	3	0	0	0	0
IOB 10,19	11	3	0	0	0	0
IOB 10,20	12	3	0	0	0	0
IOB 10,21	11	2	0	0	0	0
IOB 10,22	12	1	0	0	0	0
IOB 11,01	7	2	1	1	0	0
IOB 11,02	10	2	0	0	0	0
IOB 11,03	8	3	0	0	0	0
IOB 11,04	9	2	0	0	0	0
IOB 11,05	10	3	0	0	0	0
IOB 11,06	17	3	0	0	0	0
IOB 11,07	9	2	1	1	0	0
IOB 11,08	9	2	0	0	0	0
IOB 11,09	8	0	0	0	0	0
IOB 11,10	9	4	0	0	0	0
IOB 11,11	11	3	0	0	0	0
IOB 11,12	9	3	0	0	0	0
IOB 11,13	8	2	0	0	0	0
IOB 11,14	11	2	0	0	0	0
IOB 11,15	12	4	0	0	0	0
IOB 11,16	8	3	0	0	0	0
IOB 11,17	10	2	0	0	0	0
IOB 11,18	10	3	0	0	0	0
IOB 11,19	9	3	0	0	0	0
IOB 11,20	12	2	0	0	0	0
IOB 12,01	5	2	1	1	0	0
IOB 12,02	8	1	0	0	0	0
IOB 12,03	14	1	0	0	0	0
IOB 12,04	12	3	0	0	0	0
IOB 12,05	11	1	0	0	0	0
IOB 12,06	15	4	0	0	0	0
IOB 12,07	14	3	0	0	0	0
IOB 12,08	13	3	0	0	0	0
IOB 12,09	11	2	1	1	0	0
IOB 12,10	11	0	0	0	0	0
IOB 12,11	10	2	0	0	0	0
IOB 12,12	7	0	0	0	0	0
IOB 12,13	8	0	0	0	0	0
IOB 12,14	11	4	0	0	0	0
IOB 12,15	12	4	0	0	0	0
IOB 12,16	8	2	0	0	0	0
IOB 12,17	6	4	0	0	0	0
IOB 12,18	8	2	0	0	0	0
IOB 12,19	6	2	0	0	0	0
IOB 12,20	8	3	0	0	0	0
IOB 12,21	8	2	0	0	0	0
IOB 12,22	10	2	0	0	0	0
IOB 12,23	12	4	0	0	0	0
IOB 12,24	12	2	0	0	0	0
IOB 12,25	10	2	0	0	0	0
IOB 13,01	9	3	0	0	0	0
IOB 13,02	9	2	0	0	0	0
IOB 13,03	10	3	1	1	0	0
IOB 13,04	8	2	0	0	0	0
IOB 13,05	9	4	0	0	0	0
IOB 13,06	7	2	0	0	0	0
IOB 13,07	9	2	0	0	0	0
IOB 13,08	8	2	0	0	0	0
IOB 13,09	12	3	0	0	0	0
IOB 13,10	9	3	0	0	0	0
IOB 13,11	9	2	0	0	0	0
IOB 13,12	7	0	0	0	0	0
IOB 13,13	9	3	0	0	0	0
IOB 13,14	11	2	0	0	0	0
IOB 13,15	9	3	0	0	0	0
IOB 13,16	11	1	0	0	0	0
IOB 13,17	7	2	0	0	0	0
IOB 13,18	8	3	0	0	0	0
IOB 13,19	9	3	0	0	0	0
IOB 13,20	10	2	0	0	0	0
IOB 13,21	8	2	0	0	0	0
IOB 13,22	9	4	0	0	0	0
IOB 13,23	10	1	0	0	0	0
IOB 13,24	8	3	0	0	0	0
IOB 13,25	9	3	0	0	0	0
IOB 13,26	8	2	0	0	0	0
IOB 13,27	14	3	0	0	0	0
IOB 13,28	9	2	0	0	0	0
IOB 14,01	8	1	0	0	0	0
IOB 14,02	13	4	0	0	0	0
IOB 14,03	11	2	0	0	0	0
IOB 14,04	7	1	0	0	0	0
IOB 14,05	11	3	0	0	0	0
IOB 14,06	10	3	0	0	0	0
IOB 14,07	15	3	0	0	0	0
IOB 14,08	12	2	0	0	0	0
IOB 14,09	9	2	0	0	0	0
IOB 14,10	10	3	0	0	0	0
IOB 14,11	9	3	0	0	0	0
IOB 14,12	16	4	0	0	0	0
IOB 14,13	14	6	0	0	0	0
IOB 14,14	12	4	0	0	0	0
IOB 14,15	8	3	0	0	0	0
IOB 14,16	8	2	0	0	0	0
IOB 14,17	8	2	0	0	0	0
IOB 14,18	10	3	0	0	0	0
IOB 14,19	11	3	0	0	0	0
IOB 14,20	9	4	0	0	0	0
IOB 14,21	11	4	0	0	0	0
IOB 14,22	8	2	0	0	0	0
IOB 15,01	7	2	1	1	0	0
IOB 15,02	9	2	0	0	0	0
IOB 15,03	10	3	0	0	0	0
IOB 15,04	10	2	0	0	0	0
IOB 15,05	8	2	0	0	0	0
IOB 15,06	9	2	0	0	0	0
IOB 15,07	9	2	0	0	0	0
IOB 15,08	9	2	0	0	0	0
IOB 15,09	10	3	0	0	0	0
IOB 15,10	9	1	0	0	0	0
IOB 15,11	11	0	0	0	0	0
IOB 15,12	7	2	0	0	0	0
IOB 15,13	10	2	0	0	0	0
IOB 15,14	9	3	0	0	0	0
IOB 15,15	11	2	0	0	0	0
IOB 15,16	11	3	0	0	0	0
IOB 15,17	8	4	0	0	0	0
IOB 15,18	8	2	0	0	0	0
IOB 15,19	12	2	0	0	0	0
IOB 15,20	12	2	0	0	0	0
IOB 15,21	9	2	0	0	0	0
